Property Title,Price,Rooms,Floors,Bedrooms,Living,Type,Condition,Standing,Construction year,Renovation year,Heating,Hot water,Energy efficiency rating,Environmental (CO₂) impact rating,Total,Hot water waste,Bathrooms,Toilet rooms,Shower rooms,Land,Balconies,Balcony,Parking lots (outside),Parking lots (inside),Internal,Terraces,Garages (outside),Environment,Terrace,Cellar,Beds
Green Path Marais,"$612,814",2,7,1,51 m²,Condo/Apartment,,,1970,,"Radiator, Common, Gas",,C148,C27,,,1,,,,,,,,,,,,,,
12° - LEDRU ROLLIN / BASTILLE - 2P,"$597,494",2,6,1,43.02 m²,Condo/Apartment,,,,,"Radiator, Individual, Gas",,D223,B7,,,,1,1,,,,,,,,,,,,
Green Path Marais,"$612,814",2,7,1,51 m²,Condo/Apartment,,,1970,,"Radiator, Common, Gas",,C148,C27,,,1,,,,,,,,,,,,,,
Jardin du Luxembourg - Sorbonne,"$2,183,150",4,6,3,114.77 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Electric",,D238,B7,,,1,1,1,,1,3.18 m²,,,,,,,,,
Charonne / Trousseau,"$645,643",2,,1,57 m²,Condo/Apartment,,,,,Radiator,,F382,C12,,,1,1,1,,,,,,,,,,,,
RUE TROUSSEAU - ALIGRE,"$656,587",3,,1,52 m²,Condo/Apartment,,,,,"Radiator, Electric",,E299,B9,,,1,,,27 m²,,,,,,,,,,,
Rue madame,"$700,359",2,6,1,36.89 m²,Condo/Apartment,,,1870,,"Individual, Electric",,F357,D49,,,,,1,,,,,,,,,,,,
Archives,"$629,229",1,,1,29 m²,Condo/Apartment,,,,,"Radiator, Electric",,D253,C30,,,,,1,,,,,,,,,,,,
PARIS 75016 FOCH ETOILE,"$2,276,167",6,,,174.55 m²,Condo/Apartment,,,1900,,Common,,E306,E56,,,,,,,,,,,,,,,,,
Grenelle district (75015) - 2 rooms for sale.,"$256,069",2,6,,24.2 m²,Condo/Apartment,,,1908,,"Individual, Electric",,G578,C19,,,,,,,,,,,,,,,,,
Quartier Saint-Lambert (75015) - 2 rooms for sale.,"$383,009",2,6,1,40 m²,Condo/Apartment,,,1910,,"Radiator, Individual, Electric",,G529,C17,,,,1,1,,,,,,,,,,,,
3-ROOM APARTMENT - TOP FLOOR - TERRACE,"$1,082,274",3,6,,72 m²,Condo/Apartment,,,1900,,"Radiator, Common, Gas",,E186,E55,,,,,,,,,,,,,,,,,
Cambronne - Grenelle,"$952,051",3,,,61.32 m²,Condo/Apartment,,,,,"Radiator, Individual, Electric",,E273,B9,,,,,,,,,,,,,,,,,
Montsouris Park,"$710,208",3,10,3,73 m²,Condo/Apartment,,,1961,,"Radiator, Individual, Electric",,F366,C28,,,1,1,,,1,2.55 m²,,,,,,,,,
DUPLEX-APARTMENT 4 BEDROOMS - 150SQM,"$2,243,338",6,7,4,148.25 m²,Condo/Apartment,Good condition,Regular,1910,,"Radiator, Individual, Gas",Individual,E295,E64,,Main drainage,,,,,,,,,,,,,,,
PASTEUR MONTPARNASSE NEIGHBOURHOOD - TWO-ROOM APARTMENT,"$426,781",2,1,1,39 m²,Condo/Apartment,Excellent condition,Regular,,,"Radiator, Individual, Gas","Hot water tank, Individual",E273,E59,,Main drainage,,,,,,,,,,,,,,,
CROSSING APARTMENT - TWO BEDROOMS - COMPLETELY RENOVATED,"$1,625,052",3,,2,86 m²,Condo/Apartment,New,Luxury,1900,2023,Individual,Individual,D146,D31,86 m²,,,,,,,,,,,,,,,,
"Convention 120 square meters facing south, 4 bedrooms.","$1,285,815",6,8,4,120 m²,Condo/Apartment,,,,,"Common, Gas",,C159,C28,,,2,2,,,1,15 m²,,,,,,,,,
FACING THE BOIS DE VINCENNES,"$640,172",3,3,2,66 m²,Condo/Apartment,,,1990,,"Radiant, Common, Gas",,E309,E67,,,,1,1,285.7 m²,,,,,,,1,,,,
Paris 5th /13th - Gobelins Mouffetard - Apartment for sale - 4 p,"$1,630,523",4,6,3,99.87 m²,Condo/Apartment,,,1880,,"Individual, Gas",,D142,D30,,,,1,1,,1,,,,,,,,,,
Arts et Métiers / 2 pièces,"$465,082",2,,,42.5 m²,,,,,,,,G447,C16,,,,,,,,,,,,,,,,,
MICHELANGELO MOLITOR - UNOBSTRUCTED VIEW,"$848,091",2,7,,68 m²,Condo/Apartment,,,1934,,Common,,No data,No data,,,,,,,,,,,,,,,,,
2-room apartment,"$414,744",2,,,27.34 m²,Condo/Apartment,,,,,"Individual, Electric",,E318,B10,,,,,,,,,,,,,,,,,
Apartment with terrace,"$486,968",2,7,,43.98 m²,Condo/Apartment,,,1980,,"Radiator, Electric",,D220,B7,,,,,,,,,,,,,,,,,
Paris 18th - ABBESSES / VILLA DES PLATANES - Apartment for sale,"$787,904",3,6,2,54.66 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Electric",,F387,C12,,,1,1,,,,,,,,,,,,,
"Paris 18th - MARX DORMOY - Apartment to buy - 5 rooms - 136,","$1,088,839",5,6,3,138.2 m²,Condo/Apartment,,,1830,,"Individual, Gas",,D222,D44,,,1,2,1,,,,,,,,,,,,
Paris XVIII-Marx Dormoy- Studio 13m2- 150 000 euros,"$164,147",1,3,,12.99 m²,Condo/Apartment,,,,,"Individual, Electric",,C270,A8,,,,1,1,,,,,,,,,,,,
"IVème, Marais - Saint-Paul - Pl. des Vosges, 2 rooms of 40m² -","$611,720",2,,1,39.96 m²,Condo/Apartment,,,1799,,"Individual, Electric",,D235,B7,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,158,547",4,,3,78 m²,Condo/Apartment,New,,,,,,No data,No data,,,1,1,,,,,,1,,,,,,,
"Condo/Apartment for sale in Paris, France","$863,083",3,,2,68 m²,Condo/Apartment,New,,,,,,No data,No data,,,1,1,,,,,,1,,,,,,,
View of the Arc de Triomphe for this exceptional apartment of 17,"$3,282,933",5,6,3,175 m²,Condo/Apartment,,,1890,,"Radiator, Individual, Gas",,D234,D35,,,1,3,1,,1,,,,,,,,,,
Exclusivity Ile Saint Louis. Rare. Charming 2-room apartment of 25.65m²,"$842,619",2,,1,26 m²,,,,,,,,No data,No data,,,,1,1,,,,,,,1,,,,,
"Condo/Apartment for sale in Paris, France","$673,001",4,,3,82 m²,Condo/Apartment,,,,,Gas,,E312,E68,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$383,009",2,,1,39 m²,Condo/Apartment,,,,,Gas,,D217,D46,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$492,440",3,,2,54 m²,Condo/Apartment,,,,,Gas,,F366,F80,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$787,904",3,,2,53 m²,Condo/Apartment,,,,,Gas,,D177,D37,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$273,031",1,,1,22 m²,Condo/Apartment,,,,,Electric,,F405,C13,,,,1,,,,,,,,,,,,,
Charming studio 11m² in the Wagram/ Perreire / Villier area,"$125,846",1,,1,11 m²,,,,,,,,F842,C27,11 m²,,1,1,,,,,,,,,,,,,
Furnished Studio Paris 5th,"$387,386",1,5,1,28 m²,Condo/Apartment,,,,,Gas,,E308,D46,28 m²,,1,1,,,,,,,,,,,,,
Apartment 2 rooms 49m2,"$716,774",2,6,1,49 m²,Condo/Apartment,,,1890,,Electric,,E294,B9,49 m²,,1,1,,,,,,,21 m²,,,,,,
Unobstructed view of the church of Notre Dame de Lorette and a few steps from the famous rue des Martyrs and its shops,"$1,630,523",4,6,2,116 m²,Condo/Apartment,,,1820,,Electric,,D243,A8,116 m²,,2,1,,,,,,,25 m²,,,,,,
Madeleine - 3/4 room apartment of 82 m2,"$973,937",4,,,82 m²,Condo/Apartment,,,1880,,Gas,,E254,E55,82 m²,,2,2,,,,,,,26 m²,,,,,,
For sale Studio in PARIS 11,"$158,675",1,,1,13 m²,Condo/Apartment,,,,,Electric,,A,A,13 m²,,1,,,,,,,,11 m²,,,,,,
STUDIO | Ground floor | 24m²,"$328,293",1,3,,20 m²,Condo/Apartment,,,,,Electric,Hot water tank,D278,B8,20 m²,,1,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$393,952",2,,1,54 m²,Condo/Apartment,,,,,Gas,,F419,F92,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,088,839",5,,3,138 m²,Condo/Apartment,,,,,Gas,,D222,D44,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$381,915",2,,1,36 m²,Condo/Apartment,,,,,Gas,,F346,F75,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$569,042",3,,2,52 m²,Condo/Apartment,,,,,Electric,,No data,No data,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$519,798",2,,1,45 m²,Condo/Apartment,,,,,Electric,,D231,E56,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$366,594",2,,1,36 m²,Condo/Apartment,,,,,Gas,,G688,C23,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$280,144",2,,1,30 m²,Condo/Apartment,,,,,Electric,,D245,B7,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$651,115",3,,2,63 m²,Condo/Apartment,,,,,Gas,,E260,E56,,,,1,,,,,,,,,,,,,
"House for sale in Paris, France","$1,526,564",6,,5,145 m²,House,,,,,Gas,,C103,C18,,,1,3,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$344,708",2,,1,37 m²,Condo/Apartment,,,,,Electric,,E321,C20,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$333,765",2,,1,32 m²,Condo/Apartment,,,,,Gas,,E287,B9,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$423,498",2,,1,45 m²,Condo/Apartment,,,,,Electric,,D223,D43,,,,,,,,,,,,,,,,,
Georges Brassens district - rue Brancion - 2P on the top floor,"$552,627",2,7,1,49.45 m²,,,,,,,,No data,No data,49 m²,,2,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$255,193",1,,,26 m²,,,,,,,,F430,E68,,,,1,,,,,,,,,,,,,
House 4 bedroom(s) for sale,"$1,634,901",7,,4,175 m²,House,,,1998,,,,E235,E51,175 m²,,3,2,,,,,,,,,,,,,
SUPERB TWO-ROOM APARTMENT IN THE HEART OF THE MARAIS - 75004 PARIS,"$541,684",2,,,34 m²,,,,,,,,G456,C14,34 m²,,,,,,,,,,,,,,,,
Condo/Apartment 1 bedroom(s) for sale,"$261,540",2,,1,21 m²,Condo/Apartment,,,1900,,,,F361,B11,21 m²,,2,1,,,,,,,,,,,,,
Apartment 183 rue des Pyrénées,"$291,087",3,6,,50.84 m²,Condo/Apartment,,,1919,,,,E,,50 m²,,,,,,,,,,,,,,,,
Apartment 19 rue Boyer Barret,"$612,814",3,6,2,74.03 m²,Condo/Apartment,,,1900,,,,E,,74 m²,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$437,330",3,,1,34 m²,Condo/Apartment,,,,,Electric,,G562,D33,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$428,313",2,,1,66 m²,,,,,,,,E313,B10,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,782,633",5,,4,120 m²,Condo/Apartment,,,,,Gas,,No data,No data,,,1,2,,,,,,2,,,,,,,
"Condo/Apartment for sale in Paris, France","$2,064,965",5,,4,135 m²,Condo/Apartment,,,,,Gas,,No data,No data,,,1,2,,,,,,2,,,,,,,
"Condo/Apartment for sale in Paris, France","$594,211",2,,1,54 m²,Condo/Apartment,,,,,Gas,,D215,D42,,,1,1,,,,,,1,,,,,,,
"Condo/Apartment for sale in Paris, France","$278,502",1,,1,17 m²,Condo/Apartment,,,,,Electric,,F485,C15,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$886,392",4,,2,87 m²,Condo/Apartment,,,,,Solar,,E329,B10,,,2,1,,,,,,1,,,,,,,
"Condo/Apartment for sale in Paris, France","$600,777",3,,2,50 m²,Condo/Apartment,,,,,Electric,,E300,C11,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$383,009",2,,1,30 m²,Condo/Apartment,,,,,Electric,,F435,C18,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$262,087",1,,,16 m²,Condo/Apartment,,,,,Electric,,G694,C22,,,,1,,,,,,,,,,,,,
2 room apartment. New development of 37 m2 in Paris(75020),"$500,630",2,,1,37 m²,,,,,,,,No data,No data,37 m²,,1,,,,,,,2,,,,,,,
2-room apartment. New development of 35 m2 in Paris(75020),"$433,835",2,,1,35 m²,,,,,,,,No data,No data,35 m²,,1,,,,,,,2,,,,,,,
"Condo/Apartment for sale in Paris, France","$425,687",3,,2,56 m²,Condo/Apartment,,,,,Electric,,F373,C12,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$820,733",2,,1,63 m²,Condo/Apartment,,,,,Electric,,D235,B6,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$508,855",2,,1,46 m²,Condo/Apartment,,,,,Electric,,E301,B9,,,,1,,,,,,,,,,,,,
Apartment,"$1,356,946",5,,4,136 m²,Condo/Apartment,,,1932,,Gas,,D230,E41,136 m²,,,,,,,,,,,,,,,,
Apartment,"$940,013",3,,2,75 m²,Condo/Apartment,,,,,Gas,,E312,E55,75 m²,,,,,,,,,,,,,,,,
Apartment,"$574,513",3,,2,50 m²,Condo/Apartment,,,,,Electric,,G480,C15,50 m²,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$481,497",3,,2,47 m²,Condo/Apartment,Good condition,,,,,,G795,G26,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$865,874",3,,2,63 m²,Condo/Apartment,Excellent condition,,,,,,E318,B10,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$317,350",2,,1,30 m²,Condo/Apartment,Good condition,,,,,,F341,C11,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$175,090",1,,,18.5 m²,Condo/Apartment,Requires renovation,,,,,,G600,G,,,,,,,,,,,,,,,,,
Apartment - 4 rooms - 92 m² - Paris 75010,"$1,034,124",4,,3,92 m²,Condo/Apartment,,,,,Gas,,F321,F70,92 m²,,1,,,,,,1,1,,,,,,,
Apartment - 3 rooms - 84 m² - Paris 75004,"$983,786",3,,2,84 m²,Condo/Apartment,,,,,Electric,,E250,D25,84 m²,,1,,,,,,1,1,,,,,,,
Paris 14th - Alésia - Studio with balcony,"$289,992",1,,1,28 m²,Condo/Apartment,,,1970,,"Common, Gas",,D255,D51,,,,1,1,,,,,,,,,,,,
Paris 8th Saint-Augustin Family Apartment,"$1,860,329",5,,3,145 m²,Condo/Apartment,,,1840,,"Convector, Individual, Electric",,D249,B8,,,1,2,,,,,,,,,,,,,
Paris 11th - Philippe Auguste / Roquette Family Apartment,"$979,408",3,,2,78 m²,Condo/Apartment,,,,,"Radiator, Common, Gas",,E243,E53,,,1,1,,,,,,,,,,,,,
Paris 5th Port Royal Apartment,"$541,684",2,,1,37 m²,Condo/Apartment,,,1880,,"Radiator, Individual, Gas",,E316,E68,,,1,1,,,,,,,,,,,,,
BEAUTIFUL STUDIO REFURBISHED,"$326,105",1,,1,34 m²,,,,,,,,No data,No data,,,,1,1,,,,,,,,,,,,
Apartment of 28m2 to buy in Paris 18,"$164,147",2,,1,28 m²,,,,,,,,No data,No data,,,,,,,,,,,,,,,,,
For sale in Paris 18: 27m2 apartment with 2 rooms,"$109,431",2,,1,27 m²,,,,,,,,No data,No data,,,,,,,,,,,,,,,,,
Apartment for sale 140000 € in Paris 13 (75),"$153,204",1,,,35 m²,,,,,,,,No data,No data,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,307,702",4,,3,117 m²,Condo/Apartment,,,1912,,"Common, Gas",,E252,D47,,,2,2,,,,,,,,,,,,,
"Condo/Apartment for sale, 15th arrondissement of Paris, in Paris, France","$190,410",1,,,22 m²,Condo/Apartment,,,1902,,"Individual, Electric",,G603,C19,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,750,898",5,,3,121 m²,Condo/Apartment,,,1884,,"Individual, Gas",,D228,D49,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$212,570",2,,1,26 m²,Condo/Apartment,,,1910,,"Common, Electric",,G593,C19,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$322,822",2,,1,28 m²,Condo/Apartment,,,1950,,"Individual, Electric",,F386,C11,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$216,674",1,,1,15 m²,Condo/Apartment,,,1976,,"Common, Gas",,E308,E63,,,1,1,,,,,,,,,,,,,
House for sale 3P - 72 m2 Quartier Batignolles Paris 17th,"$902,807",3,2,1,72 m²,House,,,,,Gas,,G502,G109,72 m²,,1,2,,,,,,,36 m²,,,,,,
Paris 17th BEAUTIFUL HAUSSMANNIAN apartment 4/5 rooms with BALCONY - PEREIRE/TERNES/COURCELLES,"$1,698,918",4,,2,101 m²,Condo/Apartment,,,1907,,Fuel oil,,F361,F77,101 m²,,1,1,,,,,,,38 m²,,,,,,
Apartment for sale 4 rooms PARIS 19EME ARRONDISSEMENT (75),"$700,359",4,,3,91 m²,Condo/Apartment,,,1981,,Gas,,E271,F59,91 m²,,1,1,,,,,,,38 m²,,,,,,
Coup de coeur - Ideal investor or Parisian pied-à-terre - Ground floor,"$410,367",1,,,37 m²,,,,,,,,No data,No data,37 m²,,,,,,,,,,,,,,,,
Paris 17 Mairie — Apartment F3 on the 5th floor with cellar,"$727,717",4,,2,54.78 m²,Condo/Apartment,,,1900,,Electric,,F418,C13,54 m²,,1,,,,,,,,,,,,,,
Apartment Paris 11,"$722,245",3,,1,67 m²,,,,,,,,No data,No data,67 m²,,1,,,,,,,,,,,,,,
Three-room apartment 65m2 rue du Rendez-Vous,"$625,946",3,,2,65 m²,Condo/Apartment,,,1900,,Electric,,D215,B6,65 m²,,,1,,,,,,,,,,,,,
Paris 18: 2-room apartment of 25.7 m2 to renovate,"$214,594",2,,1,25.7 m²,Condo/Apartment,,,1900,,,,G593,C19,25 m²,,1,1,,,,,,,,,,,,,
8.11 studio apartment on the top floor,"$114,903",1,,,8.11 m²,Condo/Apartment,,,,,"Radiator, Individual, Electric",,G479,G90,,,,,,,,,,,,,,,,,
Paris 11th - Philippe Auguste / Roquette Family Apartment,"$979,408",3,,2,78 m²,Condo/Apartment,,,,,"Radiator, Common, Gas",,E243,E53,,,1,1,,,,,,,,,,,,,
Paris 8th Saint-Augustin Family Apartment,"$1,860,329",5,,3,145 m²,Condo/Apartment,,,1840,,"Convector, Individual, Electric",,D249,B8,,,1,2,,,,,,,,,,,,,
Paris 14th - Alésia - Studio with balcony,"$289,992",1,,1,28 m²,Condo/Apartment,,,1970,,"Common, Gas",,D255,D51,,,,1,1,,,,,,,,,,,,
Paris 5th Port Royal Apartment,"$541,684",2,,1,37 m²,Condo/Apartment,,,1880,,"Radiator, Individual, Gas",,E316,E68,,,1,1,,,,,,,,,,,,,
Studio apartment for sale in the heart of St Germain des Prés,"$492,440",1,,,25.02 m²,Condo/Apartment,,,,,Common,,D226,B7,,,,1,1,,,,,,,,,,,,
Luxembourg 75006,"$1,192,799",3,,1,60.25 m²,Condo/Apartment,,,1880,,"Radiator, Individual, Electric",,D209,C16,,,,1,1,,,,,,,,,,,,
"Magnificent apartment of 36.5 m2, quiet and with loggia","$358,934",1,,1,36.23 m²,Condo/Apartment,,,1978,,"Common, Gas",,D224,E47,,,1,1,,,,,1,,,,,,,,
Real estate complex - Gare de Lyon / Bastille,"$2,872,566",6,5,4,254.84 m²,Condo/Apartment,,,,,"Individual, Electric",,D185,A5,,,2,4,2,,,,1,,,,,,,,
Magnificent studio with garden,"$207,919",1,,,13 m²,Condo/Apartment,,,,,"Radiator, Common, Fuel oil",,F350,E50,,,,1,1,,,,,,,,,,,,
Magnificent studio with garden,"$207,919",1,,1,14 m²,Condo/Apartment,,,,,"Convector, Common, Fuel oil",,F340,F99,,,,1,1,,,,,,,,,,,,
Apartment 36 m2 refurbished with cellar,"$415,619",2,,1,36 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Electric",,E232,B7,,,,1,1,,,,,,,,,,,,
Nice two-room apartment - Total painting of the apartment in progress,"$347,991",2,,1,29.96 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Electric",,E329,B10,,,,1,1,,,,,,,,,Calm,,,
"Apartment T2 35,5m2 - near Place d'Italie Paris 13","$344,708",2,,1,35.5 m²,Condo/Apartment,,,,,"Radiator, Common, Gas",,E327,D50,,,,1,1,,,,,,,,,Calm,,,
Renovated studio 18 m2 Paris 5th Sorbonne/Austerlitz University,"$247,314",1,,,18.01 m²,Condo/Apartment,,,1900,,"Radiator, Common, Gas",,E319,C32,,,,1,1,,,,,,,,,,,,
"PARIS 10th Canal St Martin - Duplex T2/3 41,46 m2 - 2 cellars","$491,893",2,2,1,41.46 m²,Condo/Apartment,,,1940,,"Individual, Electric",,F347,C11,,,,1,1,,,,,,,,,,,,
Canal de l'Ourcq / Quiet / Close to shops,"$399,424",2,,1,39 m²,Condo/Apartment,,,1950,,"Radiator, Individual, Electric",,D222,B7,,,1,1,,,,,,,,,,,,,
studio sector Croulebarbe,"$270,295",1,,,19 m²,Condo/Apartment,,,1975,,"Common, Gas",,E317,E54,,,,1,1,,,,,,,,,Calm,,,
PLACE FÉLIX ÉBOUÉ / TOP FLOOR / QUIET,"$107,242",1,,,9 m²,Condo/Apartment,,,,,"Radiator, Common, Gas",,F400,F91,,,,,1,,,,,,,,,,,,
TWO-ROOM APARTMENT - INVESTMENT - REFURBISHED,"$309,690",2,,1,30.02 m²,Condo/Apartment,,,1951,,"Radiator, Individual, Electric",,E320,B11,,,,1,1,,,,,,,,,Calm,,,
Duplex Montparnasse,"$738,660",2,2,1,52.37 m²,Condo/Apartment,,,1929,,Individual,,C120,A3,,,,1,1,,,,,,,,,Calm,,,
Duplex Montparnasse,"$738,660",2,2,1,52.37 m²,Condo/Apartment,,,1929,,Individual,,C120,A3,,,,1,1,,,,,,,,,Calm,,,
Bright/Quiet/Privileged,"$298,200",1,,,24 m²,Condo/Apartment,,,1973,,"Common, Gas",,No data,No data,,,1,1,,,,,,,,,,,,,
Bright/Quiet,"$481,497",2,,1,42 m²,Condo/Apartment,,,1973,,"Common, Gas",,No data,No data,,,1,1,,,,,,,,,,,,,
"2 Room Apartment of 64m2, THROUGH, BRIGHT, RENOVATED, QUIET","$798,847",2,1,1,64 m²,Condo/Apartment,,,1760,,"Individual, Gas",,E290,D30,,,,1,1,,,,,,,,,,,,
PARIS XVI - AVE FOCH - SUPERB LOFT EXCELLENT CONDITION,"$744,131",2,1,1,57 m²,Condo/Apartment,,,1930,,"Convector, Individual, Electric",,E252,D45,,,,1,1,,,,,,,,,Residential,,,
STUDIO 31.25 M2 PARIS 1st,"$328,293",1,,,31.25 m²,Condo/Apartment,,,1890,,"Radiant, Individual, Electric",,G693,C22,,,,1,1,,,,,,,,,,,,1
"Condo/Apartment for sale, 7th (Invalides, Eiffel Tower, Orsay) HH-15053086, in Paris, France","$2,024,475",2,,2,127 m²,Condo/Apartment,Requires renovation,,,,,,No data,No data,,,,,,,,,,,,,,Residential,,,
"Condo/Apartment for sale in Paris, France","$486,968",2,,,43 m²,Condo/Apartment,,,1980,,,,D220,B7,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$819,420",2,,1,47 m²,Condo/Apartment,,,1965,,"Common, Gas",,D221,D47,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$311,879",2,,1,38 m²,Condo/Apartment,,,2019,,"Individual, Electric",,No data,No data,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$134,600",2,,1,12 m²,Condo/Apartment,,,,,Individual,,F486,C15,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,532,035",4,,3,135 m²,Condo/Apartment,,,,,"Individual, Gas",,C121,C24,,,1,3,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$273,578",1,,,37 m²,Condo/Apartment,,,,,"Individual, Electric",,E270,B8,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$2,176,585",5,,3,134 m²,Condo/Apartment,,,,,Common,,No data,No data,,,1,1,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$71,130",1,,,11 m²,Condo/Apartment,,,,,Common,,No data,No data,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$351,602",2,,1,36 m²,,,,,,,,E275,E64,,,1,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$3,173,502",5,,3,122 m²,Condo/Apartment,,,1980,,"Common, Gas",,,E53,,,,,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$407,084",1,,,26 m²,Condo/Apartment,,,1967,,Common,,F374,F80,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,641,467",5,,3,107 m²,Condo/Apartment,,,,,"Individual, Electric",,,B6,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$2,511,444",7,,4,234 m²,Condo/Apartment,,,1905,,"Individual, Gas",,,C12,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$454,139",3,,2,41 m²,Condo/Apartment,,,,,"Individual, Electric",,G428,C14,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$294,370",1,,,31 m²,Condo/Apartment,,,,,Common,,F396,C11,,,,,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$410,367",2,,1,33 m²,Condo/Apartment,,,1930,,"Common, Gas",,E264,D35,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,116,197",4,,3,93 m²,Condo/Apartment,,,,,"Individual, Electric",,E287,B9,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$298,747",2,,1,22 m²,Condo/Apartment,,,,,"Individual, Electric",,F428,C13,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$2,276,167",6,,,174 m²,Condo/Apartment,,,1900,,Common,,E306,E56,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$465,082",3,,2,50 m²,Condo/Apartment,,,,,Common,,E263,D43,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$357,840",2,,1,31 m²,Condo/Apartment,,,,,Individual,,D254,B8,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, FR","$273,578",2,,1,20 m²,Condo/Apartment,,,,,Individual,,C203,A6,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,616,297",5,,3,111 m²,Condo/Apartment,,,,,"Common, Gas",,D236,D32,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$148,826",1,,,13 m²,Condo/Apartment,,,,,"Individual, Electric",,F372,C11,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$700,359",2,,1,44 m²,Condo/Apartment,,,,,"Individual, Electric",,E301,B9,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$410,367",2,,1,29 m²,Condo/Apartment,,,1850,,"Individual, Electric",,E293,B9,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$546,061",2,,,35 m²,Condo/Apartment,,,1900,,"Individual, Electric",,F382,B12,,,,,,,,,,,,,,,,,
